"X1","X2","Weight"
-0.24,-0.12,47.824
-0.24,-0.08,47.92384
-0.24,-0.04,48.00896
-0.24,0,48.07936
-0.24,0.04,48.13504
-0.24,0.08,48.176
-0.24,0.12,48.20224
-0.24,0.16,48.21376
-0.24,0.2,48.21056
-0.24,0.24,48.19264
-0.24,0.28,48.16
-0.24,0.32,48.11264
-0.24,0.36,48.05056
-0.24,0.4,47.97376
-0.24,0.44,47.88224
-0.24,0.48,47.776
-0.24,0.52,47.65504
-0.24,0.56,47.51936
-0.24,0.6,47.36896
-0.24,0.64,47.20384
-0.24,0.68,47.024
-0.24,0.72,46.82944
-0.24,0.76,46.62016
-0.24,0.8,46.39616
-0.24,0.84,46.15744
-0.24,0.88,45.904
-0.24,0.92,45.63584
-0.24,0.96,45.35296
-0.24,1,45.05536
-0.2,-1,42.016
-0.2,-0.96,42.44224
-0.2,-0.92,42.85376
-0.2,-0.88,43.25056
-0.2,-0.84,43.63264
-0.2,-0.8,44
-0.2,-0.76,44.35264
-0.2,-0.72,44.69056
-0.2,-0.68,45.01376
-0.2,-0.64,45.32224
-0.2,-0.6,45.616
-0.2,-0.56,45.89504
-0.2,-0.52,46.15936
-0.2,-0.48,46.40896
-0.2,-0.44,46.64384
-0.2,-0.4,46.864
-0.2,-0.36,47.06944
-0.2,-0.32,47.26016
-0.2,-0.28,47.43616
-0.2,-0.24,47.59744
-0.2,-0.2,47.744
-0.2,-0.16,47.87584
-0.2,-0.12,47.99296
-0.2,-0.08,48.09536
-0.2,-0.04,48.18304
-0.2,0,48.256
-0.2,0.04,48.31424
-0.2,0.08,48.35776
-0.2,0.12,48.38656
-0.2,0.16,48.40064
-0.2,0.2,48.4
-0.2,0.24,48.38464
-0.2,0.28,48.35456
-0.2,0.32,48.30976
-0.2,0.36,48.25024
-0.2,0.4,48.176
-0.2,0.44,48.08704
-0.2,0.48,47.98336
-0.2,0.52,47.86496
-0.2,0.56,47.73184
-0.2,0.6,47.584
-0.2,0.64,47.42144
-0.2,0.68,47.24416
-0.2,0.72,47.05216
-0.2,0.76,46.84544
-0.2,0.8,46.624
-0.2,0.84,46.38784
-0.2,0.88,46.13696
-0.2,0.92,45.87136
-0.2,0.96,45.59104
-0.2,1,45.296
-0.16,-1,42.11776
-0.16,-0.96,42.54656
-0.16,-0.92,42.96064
-0.16,-0.88,43.36
-0.16,-0.84,43.74464
-0.16,-0.8,44.11456
-0.16,-0.76,44.46976
-0.16,-0.72,44.81024
-0.16,-0.68,45.136
-0.16,-0.64,45.44704
-0.16,-0.6,45.74336
-0.16,-0.56,46.02496
-0.16,-0.52,46.29184
-0.16,-0.48,46.544
-0.16,-0.44,46.78144
-0.16,-0.4,47.00416
-0.16,-0.36,47.21216
-0.16,-0.32,47.40544
-0.16,-0.28,47.584
-0.16,-0.24,47.74784
-0.16,-0.2,47.89696
-0.16,-0.16,48.03136
-0.16,-0.12,48.15104
-0.16,-0.08,48.256
-0.16,-0.04,48.34624
-0.16,0,48.42176
-0.16,0.04,48.48256
-0.16,0.08,48.52864
-0.16,0.12,48.56
-0.16,0.16,48.57664
-0.16,0.2,48.57856
-0.16,0.24,48.56576
-0.16,0.28,48.53824
-0.16,0.32,48.496
-0.16,0.36,48.43904
-0.16,0.4,48.36736
-0.16,0.44,48.28096
-0.16,0.48,48.17984
-0.16,0.52,48.064
-0.16,0.56,47.93344
-0.16,0.6,47.78816
-0.16,0.64,47.62816
-0.16,0.68,47.45344
-0.16,0.72,47.264
-0.16,0.76,47.05984
-0.16,0.8,46.84096
-0.16,0.84,46.60736
-0.16,0.88,46.35904
-0.16,0.92,46.096
-0.16,0.96,45.81824
-0.16,1,45.52576
-0.12,-1,42.20864
-0.12,-0.96,42.64
-0.12,-0.92,43.05664
-0.12,-0.88,43.45856
-0.12,-0.84,43.84576
-0.12,-0.8,44.21824
-0.12,-0.76,44.576
-0.12,-0.72,44.91904
-0.12,-0.68,45.24736
-0.12,-0.64,45.56096
-0.12,-0.6,45.85984
-0.12,-0.56,46.144
-0.12,-0.52,46.41344
-0.12,-0.48,46.66816
-0.12,-0.44,46.90816
-0.12,-0.4,47.13344
-0.12,-0.36,47.344
-0.12,-0.32,47.53984
-0.12,-0.28,47.72096
-0.12,-0.24,47.88736
-0.12,-0.2,48.03904
-0.12,-0.16,48.176
-0.12,-0.12,48.29824
-0.12,-0.08,48.40576
-0.12,-0.04,48.49856
-0.12,0,48.57664
-0.12,0.04,48.64
-0.12,0.08,48.68864
-0.12,0.12,48.72256
-0.12,0.16,48.74176
-0.12,0.2,48.74624
-0.12,0.24,48.736
-0.12,0.28,48.71104
-0.12,0.32,48.67136
-0.12,0.36,48.61696
-0.12,0.4,48.54784
-0.12,0.44,48.464
-0.12,0.48,48.36544
-0.12,0.52,48.25216
-0.12,0.56,48.12416
-0.12,0.6,47.98144
-0.12,0.64,47.824
-0.12,0.68,47.65184
-0.12,0.72,47.46496
-0.12,0.76,47.26336
-0.12,0.8,47.04704
-0.12,0.84,46.816
-0.12,0.88,46.57024
-0.12,0.92,46.30976
-0.12,0.96,46.03456
-0.12,1,45.74464
-0.08,-1,42.28864
-0.08,-0.96,42.72256
-0.08,-0.92,43.14176
-0.08,-0.88,43.54624
-0.08,-0.84,43.936
-0.08,-0.8,44.31104
-0.08,-0.76,44.67136
-0.08,-0.72,45.01696
-0.08,-0.68,45.34784
-0.08,-0.64,45.664
-0.08,-0.6,45.96544
-0.08,-0.56,46.25216
-0.08,-0.52,46.52416
-0.08,-0.48,46.78144
-0.08,-0.44,47.024
-0.08,-0.4,47.25184
-0.08,-0.36,47.46496
-0.08,-0.32,47.66336
-0.08,-0.28,47.84704
-0.08,-0.24,48.016
-0.08,-0.2,48.17024
-0.08,-0.16,48.30976
-0.08,-0.12,48.43456
-0.08,-0.08,48.54464
-0.08,-0.04,48.64
-0.08,0,48.72064
-0.08,0.04,48.78656
-0.08,0.08,48.83776
-0.08,0.12,48.87424
-0.08,0.16,48.896
-0.08,0.2,48.90304
-0.08,0.24,48.89536
-0.08,0.28,48.87296
-0.08,0.32,48.83584
-0.08,0.36,48.784
-0.08,0.4,48.71744
-0.08,0.44,48.63616
-0.08,0.48,48.54016
-0.08,0.52,48.42944
-0.08,0.56,48.304
-0.08,0.6,48.16384
-0.08,0.64,48.00896
-0.08,0.68,47.83936
-0.08,0.72,47.65504
-0.08,0.76,47.456
-0.08,0.8,47.24224
-0.08,0.84,47.01376
-0.08,0.88,46.77056
-0.08,0.92,46.51264
-0.08,0.96,46.24
-0.08,1,45.95264
-0.04,-1,42.35776
-0.04,-0.96,42.79424
-0.04,-0.92,43.216
-0.04,-0.88,43.62304
-0.04,-0.84,44.01536
-0.04,-0.8,44.39296
-0.04,-0.76,44.75584
-0.04,-0.72,45.104
-0.04,-0.68,45.43744
-0.04,-0.64,45.75616
-0.04,-0.6,46.06016
-0.04,-0.56,46.34944
-0.04,-0.52,46.624
-0.04,-0.48,46.88384
-0.04,-0.44,47.12896
-0.04,-0.4,47.35936
-0.04,-0.36,47.57504
-0.04,-0.32,47.776
-0.04,-0.28,47.96224
-0.04,-0.24,48.13376
-0.04,-0.2,48.29056
-0.04,-0.16,48.43264
-0.04,-0.12,48.56
-0.04,-0.08,48.67264
-0.04,-0.04,48.77056
-0.04,0,48.85376
-0.04,0.04,48.92224
-0.04,0.08,48.976
-0.04,0.12,49.01504
-0.04,0.16,49.03936
-0.04,0.2,49.04896
-0.04,0.24,49.04384
-0.04,0.28,49.024
-0.04,0.32,48.98944
-0.04,0.36,48.94016
-0.04,0.4,48.87616
-0.04,0.44,48.79744
-0.04,0.48,48.704
-0.04,0.52,48.59584
-0.04,0.56,48.47296
-0.04,0.6,48.33536
-0.04,0.64,48.18304
-0.04,0.68,48.016
-0.04,0.72,47.83424
-0.04,0.76,47.63776
-0.04,0.8,47.42656
-0.04,0.84,47.20064
-0.04,0.88,46.96
-0.04,0.92,46.70464
-0.04,0.96,46.43456
-0.04,1,46.14976
0,-1,42.416
0,-0.96,42.85504
0,-0.92,43.27936
0,-0.88,43.68896
0,-0.84,44.08384
0,-0.8,44.464
0,-0.76,44.82944
0,-0.72,45.18016
0,-0.68,45.51616
0,-0.64,45.83744
0,-0.6,46.144
0,-0.56,46.43584
0,-0.52,46.71296
0,-0.48,46.97536
0,-0.44,47.22304
0,-0.4,47.456
0,-0.36,47.67424
0,-0.32,47.87776
0,-0.28,48.06656
0,-0.24,48.24064
0,-0.2,48.4
0,-0.16,48.54464
0,-0.12,48.67456
0,-0.08,48.78976
0,-0.04,48.89024
0,0,48.976
0,0.04,49.04704
0,0.08,49.10336
0,0.12,49.14496
0,0.16,49.17184
0,0.2,49.184
0,0.24,49.18144
0,0.28,49.16416
0,0.32,49.13216
0,0.36,49.08544
0,0.4,49.024
0,0.44,48.94784
0,0.48,48.85696
0,0.52,48.75136
0,0.56,48.63104
0,0.6,48.496
0,0.64,48.34624
0,0.68,48.18176
0,0.72,48.00256
0,0.76,47.80864
0,0.8,47.6
0,0.84,47.37664
0,0.88,47.13856
0,0.92,46.88576
0,0.96,46.61824
0,1,46.336
0.04,-1,42.46336
0.04,-0.96,42.90496
0.04,-0.92,43.33184
0.04,-0.88,43.744
0.04,-0.84,44.14144
0.04,-0.8,44.52416
0.04,-0.76,44.89216
0.04,-0.72,45.24544
0.04,-0.68,45.584
0.04,-0.64,45.90784
0.04,-0.6,46.21696
0.04,-0.56,46.51136
0.04,-0.52,46.79104
0.04,-0.48,47.056
0.04,-0.44,47.30624
0.04,-0.4,47.54176
0.04,-0.36,47.76256
0.04,-0.32,47.96864
0.04,-0.28,48.16
0.04,-0.24,48.33664
0.04,-0.2,48.49856
0.04,-0.16,48.64576
0.04,-0.12,48.77824
0.04,-0.08,48.896
0.04,-0.04,48.99904
0.04,0,49.08736
0.04,0.04,49.16096
0.04,0.08,49.21984
0.04,0.12,49.264
0.04,0.16,49.29344
0.04,0.2,49.30816
0.04,0.24,49.30816
0.04,0.28,49.29344
0.04,0.32,49.264
0.04,0.36,49.21984
0.04,0.4,49.16096
0.04,0.44,49.08736
0.04,0.48,48.99904
0.04,0.52,48.896
0.04,0.56,48.77824
0.04,0.6,48.64576
0.04,0.64,48.49856
0.04,0.68,48.33664
0.04,0.72,48.16
0.04,0.76,47.96864
0.04,0.8,47.76256
0.04,0.84,47.54176
0.04,0.88,47.30624
0.04,0.92,47.056
0.04,0.96,46.79104
0.04,1,46.51136
0.08,-1,42.49984
0.08,-0.96,42.944
0.08,-0.92,43.37344
0.08,-0.88,43.78816
0.08,-0.84,44.18816
0.08,-0.8,44.57344
0.08,-0.76,44.944
0.08,-0.72,45.29984
0.08,-0.68,45.64096
0.08,-0.64,45.96736
0.08,-0.6,46.27904
0.08,-0.56,46.576
0.08,-0.52,46.85824
0.08,-0.48,47.12576
0.08,-0.44,47.37856
0.08,-0.4,47.61664
0.08,-0.36,47.84
0.08,-0.32,48.04864
0.08,-0.28,48.24256
0.08,-0.24,48.42176
0.08,-0.2,48.58624
0.08,-0.16,48.736
0.08,-0.12,48.87104
0.08,-0.08,48.99136
0.08,-0.04,49.09696
0.08,0,49.18784
0.08,0.04,49.264
0.08,0.08,49.32544
0.08,0.12,49.37216
0.08,0.16,49.40416
0.08,0.2,49.42144
0.08,0.24,49.424
0.08,0.28,49.41184
0.08,0.32,49.38496
0.08,0.36,49.34336
0.08,0.4,49.28704
0.08,0.44,49.216
0.08,0.48,49.13024
0.08,0.52,49.02976
0.08,0.56,48.91456
0.08,0.6,48.78464
0.08,0.64,48.64
0.08,0.68,48.48064
0.08,0.72,48.30656
0.08,0.76,48.11776
0.08,0.8,47.91424
0.08,0.84,47.696
0.08,0.88,47.46304
0.08,0.92,47.21536
0.08,0.96,46.95296
0.08,1,46.67584
0.12,-1,42.52544
0.12,-0.96,42.97216
0.12,-0.92,43.40416
0.12,-0.88,43.82144
0.12,-0.84,44.224
0.12,-0.8,44.61184
0.12,-0.76,44.98496
0.12,-0.72,45.34336
0.12,-0.68,45.68704
0.12,-0.64,46.016
0.12,-0.6,46.33024
0.12,-0.56,46.62976
0.12,-0.52,46.91456
0.12,-0.48,47.18464
0.12,-0.44,47.44
0.12,-0.4,47.68064
0.12,-0.36,47.90656
0.12,-0.32,48.11776
0.12,-0.28,48.31424
0.12,-0.24,48.496
0.12,-0.2,48.66304
0.12,-0.16,48.81536
0.12,-0.12,48.95296
0.12,-0.08,49.07584
0.12,-0.04,49.184
0.12,0,49.27744
0.12,0.04,49.35616
0.12,0.08,49.42016
0.12,0.12,49.46944
0.12,0.16,49.504
0.12,0.2,49.52384
0.12,0.24,49.52896
0.12,0.28,49.51936
0.12,0.32,49.49504
0.12,0.36,49.456
0.12,0.4,49.40224
0.12,0.44,49.33376
0.12,0.48,49.25056
0.12,0.52,49.15264
0.12,0.56,49.04
0.12,0.6,48.91264
0.12,0.64,48.77056
0.12,0.68,48.61376
0.12,0.72,48.44224
0.12,0.76,48.256
0.12,0.8,48.05504
0.12,0.84,47.83936
0.12,0.88,47.60896
0.12,0.92,47.36384
0.12,0.96,47.104
0.12,1,46.82944
0.16,-1,42.54016
0.16,-0.96,42.98944
0.16,-0.92,43.424
0.16,-0.88,43.84384
0.16,-0.84,44.24896
0.16,-0.8,44.63936
0.16,-0.76,45.01504
0.16,-0.72,45.376
0.16,-0.68,45.72224
0.16,-0.64,46.05376
0.16,-0.6,46.37056
0.16,-0.56,46.67264
0.16,-0.52,46.96
0.16,-0.48,47.23264
0.16,-0.44,47.49056
0.16,-0.4,47.73376
0.16,-0.36,47.96224
0.16,-0.32,48.176
0.16,-0.28,48.37504
0.16,-0.24,48.55936
0.16,-0.2,48.72896
0.16,-0.16,48.88384
0.16,-0.12,49.024
0.16,-0.08,49.14944
0.16,-0.04,49.26016
0.16,0,49.35616
0.16,0.04,49.43744
0.16,0.08,49.504
0.16,0.12,49.55584
0.16,0.16,49.59296
0.16,0.2,49.61536
0.16,0.24,49.62304
0.16,0.28,49.616
0.16,0.32,49.59424
0.16,0.36,49.55776
0.16,0.4,49.50656
0.16,0.44,49.44064
0.16,0.48,49.36
0.16,0.52,49.26464
0.16,0.56,49.15456
0.16,0.6,49.02976
0.16,0.64,48.89024
0.16,0.68,48.736
0.16,0.72,48.56704
0.16,0.76,48.38336
0.16,0.8,48.18496
0.16,0.84,47.97184
0.16,0.88,47.744
0.16,0.92,47.50144
0.16,0.96,47.24416
0.16,1,46.97216
0.2,-1,42.544
0.2,-0.96,42.99584
0.2,-0.92,43.43296
0.2,-0.88,43.85536
0.2,-0.84,44.26304
0.2,-0.8,44.656
0.2,-0.76,45.03424
0.2,-0.72,45.39776
0.2,-0.68,45.74656
0.2,-0.64,46.08064
0.2,-0.6,46.4
0.2,-0.56,46.70464
0.2,-0.52,46.99456
0.2,-0.48,47.26976
0.2,-0.44,47.53024
0.2,-0.4,47.776
0.2,-0.36,48.00704
0.2,-0.32,48.22336
0.2,-0.28,48.42496
0.2,-0.24,48.61184
0.2,-0.2,48.784
0.2,-0.16,48.94144
0.2,-0.12,49.08416
0.2,-0.08,49.21216
0.2,-0.04,49.32544
0.2,0,49.424
0.2,0.04,49.50784
0.2,0.08,49.57696
0.2,0.12,49.63136
0.2,0.16,49.67104
0.2,0.2,49.696
0.2,0.24,49.70624
0.2,0.28,49.70176
0.2,0.32,49.68256
0.2,0.36,49.64864
0.2,0.4,49.6
0.2,0.44,49.53664
0.2,0.48,49.45856
0.2,0.52,49.36576
0.2,0.56,49.25824
0.2,0.6,49.136
0.2,0.64,48.99904
0.2,0.68,48.84736
0.2,0.72,48.68096
0.2,0.76,48.49984
0.2,0.8,48.304
0.2,0.84,48.09344
0.2,0.88,47.86816
0.2,0.92,47.62816
0.2,0.96,47.37344
0.2,1,47.104
0.24,-1,42.53696
0.24,-0.96,42.99136
0.24,-0.92,43.43104
0.24,-0.88,43.856
0.24,-0.84,44.26624
0.24,-0.8,44.66176
0.24,-0.76,45.04256
0.24,-0.72,45.40864
0.24,-0.68,45.76
0.24,-0.64,46.09664
0.24,-0.6,46.41856
0.24,-0.56,46.72576
0.24,-0.52,47.01824
0.24,-0.48,47.296
0.24,-0.44,47.55904
0.24,-0.4,47.80736
0.24,-0.36,48.04096
0.24,-0.32,48.25984
0.24,-0.28,48.464
0.24,-0.24,48.65344
0.24,-0.2,48.82816
0.24,-0.16,48.98816
0.24,-0.12,49.13344
0.24,-0.08,49.264
0.24,-0.04,49.37984
0.24,0,49.48096
0.24,0.04,49.56736
0.24,0.08,49.63904
0.24,0.12,49.696
0.24,0.16,49.73824
0.24,0.2,49.76576
0.24,0.24,49.77856
0.24,0.28,49.77664
0.24,0.32,49.76
0.24,0.36,49.72864
0.24,0.4,49.68256
0.24,0.44,49.62176
0.24,0.48,49.54624
0.24,0.52,49.456
0.24,0.56,49.35104
0.24,0.6,49.23136
0.24,0.64,49.09696
0.24,0.68,48.94784
0.24,0.72,48.784
0.24,0.76,48.60544
0.24,0.8,48.41216
0.24,0.84,48.20416
0.24,0.88,47.98144
0.24,0.92,47.744
0.24,0.96,47.49184
0.24,1,47.22496
0.28,-1,42.51904
0.28,-0.96,42.976
0.28,-0.92,43.41824
0.28,-0.88,43.84576
0.28,-0.84,44.25856
0.28,-0.8,44.65664
0.28,-0.76,45.04
0.28,-0.72,45.40864
0.28,-0.68,45.76256
0.28,-0.64,46.10176
0.28,-0.6,46.42624
0.28,-0.56,46.736
0.28,-0.52,47.03104
0.28,-0.48,47.31136
0.28,-0.44,47.57696
0.28,-0.4,47.82784
0.28,-0.36,48.064
0.28,-0.32,48.28544
0.28,-0.28,48.49216
0.28,-0.24,48.68416
0.28,-0.2,48.86144
0.28,-0.16,49.024
0.28,-0.12,49.17184
0.28,-0.08,49.30496
0.28,-0.04,49.42336
0.28,0,49.52704
0.28,0.04,49.616
0.28,0.08,49.69024
0.28,0.12,49.74976
0.28,0.16,49.79456
0.28,0.2,49.82464
0.28,0.24,49.84
0.28,0.28,49.84064
0.28,0.32,49.82656
0.28,0.36,49.79776
0.28,0.4,49.75424
0.28,0.44,49.696
0.28,0.48,49.62304
0.28,0.52,49.53536
0.28,0.56,49.43296
0.28,0.6,49.31584
0.28,0.64,49.184
0.28,0.68,49.03744
0.28,0.72,48.87616
0.28,0.76,48.70016
0.28,0.8,48.50944
0.28,0.84,48.304
0.28,0.88,48.08384
0.28,0.92,47.84896
0.28,0.96,47.59936
0.28,1,47.33504
0.32,-1,42.49024
0.32,-0.96,42.94976
0.32,-0.92,43.39456
0.32,-0.88,43.82464
0.32,-0.84,44.24
0.32,-0.8,44.64064
0.32,-0.76,45.02656
0.32,-0.72,45.39776
0.32,-0.68,45.75424
0.32,-0.64,46.096
0.32,-0.6,46.42304
0.32,-0.56,46.73536
0.32,-0.52,47.03296
0.32,-0.48,47.31584
0.32,-0.44,47.584
0.32,-0.4,47.83744
0.32,-0.36,48.07616
0.32,-0.32,48.30016
0.32,-0.28,48.50944
0.32,-0.24,48.704
0.32,-0.2,48.88384
0.32,-0.16,49.04896
0.32,-0.12,49.19936
0.32,-0.08,49.33504
0.32,-0.04,49.456
0.32,0,49.56224
0.32,0.04,49.65376
0.32,0.08,49.73056
0.32,0.12,49.79264
0.32,0.16,49.84
0.32,0.2,49.87264
0.32,0.24,49.89056
0.32,0.28,49.89376
0.32,0.32,49.88224
0.32,0.36,49.856
0.32,0.4,49.81504
0.32,0.44,49.75936
0.32,0.48,49.68896
0.32,0.52,49.60384
0.32,0.56,49.504
0.32,0.6,49.38944
0.32,0.64,49.26016
0.32,0.68,49.11616
0.32,0.72,48.95744
0.32,0.76,48.784
0.32,0.8,48.59584
0.32,0.84,48.39296
0.32,0.88,48.17536
0.32,0.92,47.94304
0.32,0.96,47.696
0.32,1,47.43424
0.36,-1,42.45056
0.36,-0.96,42.91264
0.36,-0.92,43.36
0.36,-0.88,43.79264
0.36,-0.84,44.21056
0.36,-0.8,44.61376
0.36,-0.76,45.00224
0.36,-0.72,45.376
0.36,-0.68,45.73504
0.36,-0.64,46.07936
0.36,-0.6,46.40896
0.36,-0.56,46.72384
0.36,-0.52,47.024
0.36,-0.48,47.30944
0.36,-0.44,47.58016
0.36,-0.4,47.83616
0.36,-0.36,48.07744
0.36,-0.32,48.304
0.36,-0.28,48.51584
0.36,-0.24,48.71296
0.36,-0.2,48.89536
0.36,-0.16,49.06304
0.36,-0.12,49.216
0.36,-0.08,49.35424
0.36,-0.04,49.47776
0.36,0,49.58656
0.36,0.04,49.68064
0.36,0.08,49.76
0.36,0.12,49.82464
0.36,0.16,49.87456
0.36,0.2,49.90976
0.36,0.24,49.93024
0.36,0.28,49.936
0.36,0.32,49.92704
0.36,0.36,49.90336
0.36,0.4,49.86496
0.36,0.44,49.81184
0.36,0.48,49.744
0.36,0.52,49.66144
0.36,0.56,49.56416
0.36,0.6,49.45216
0.36,0.64,49.32544
0.36,0.68,49.184
0.36,0.72,49.02784
0.36,0.76,48.85696
0.36,0.8,48.67136
0.36,0.84,48.47104
0.36,0.88,48.256
0.36,0.92,48.02624
0.36,0.96,47.78176
0.36,1,47.52256
0.4,-1,42.4
0.4,-0.96,42.86464
0.4,-0.92,43.31456
0.4,-0.88,43.74976
0.4,-0.84,44.17024
0.4,-0.8,44.576
0.4,-0.76,44.96704
0.4,-0.72,45.34336
0.4,-0.68,45.70496
0.4,-0.64,46.05184
0.4,-0.6,46.384
0.4,-0.56,46.70144
0.4,-0.52,47.00416
0.4,-0.48,47.29216
0.4,-0.44,47.56544
0.4,-0.4,47.824
0.4,-0.36,48.06784
0.4,-0.32,48.29696
0.4,-0.28,48.51136
0.4,-0.24,48.71104
0.4,-0.2,48.896
0.4,-0.16,49.06624
0.4,-0.12,49.22176
0.4,-0.08,49.36256
0.4,-0.04,49.48864
0.4,0,49.6
0.4,0.04,49.69664
0.4,0.08,49.77856
0.4,0.12,49.84576
0.4,0.16,49.89824
0.4,0.2,49.936
0.4,0.24,49.95904
0.4,0.28,49.96736
0.4,0.32,49.96096
0.4,0.36,49.93984
0.4,0.4,49.904
0.4,0.44,49.85344
0.4,0.48,49.78816
0.4,0.52,49.70816
0.4,0.56,49.61344
0.4,0.6,49.504
0.4,0.64,49.37984
0.4,0.68,49.24096
0.4,0.72,49.08736
0.4,0.76,48.91904
0.4,0.8,48.736
0.4,0.84,48.53824
0.4,0.88,48.32576
0.4,0.92,48.09856
0.4,0.96,47.85664
0.4,1,47.6
0.44,-1,42.33856
0.44,-0.96,42.80576
0.44,-0.92,43.25824
0.44,-0.88,43.696
0.44,-0.84,44.11904
0.44,-0.8,44.52736
0.44,-0.76,44.92096
0.44,-0.72,45.29984
0.44,-0.68,45.664
0.44,-0.64,46.01344
0.44,-0.6,46.34816
0.44,-0.56,46.66816
0.44,-0.52,46.97344
0.44,-0.48,47.264
0.44,-0.44,47.53984
0.44,-0.4,47.80096
0.44,-0.36,48.04736
0.44,-0.32,48.27904
0.44,-0.28,48.496
0.44,-0.24,48.69824
0.44,-0.2,48.88576
0.44,-0.16,49.05856
0.44,-0.12,49.21664
0.44,-0.08,49.36
0.44,-0.04,49.48864
0.44,0,49.60256
0.44,0.04,49.70176
0.44,0.08,49.78624
0.44,0.12,49.856
0.44,0.16,49.91104
0.44,0.2,49.95136
0.44,0.24,49.97696
0.44,0.28,49.98784
0.44,0.32,49.984
0.44,0.36,49.96544
0.44,0.4,49.93216
0.44,0.44,49.88416
0.44,0.48,49.82144
0.44,0.52,49.744
0.44,0.56,49.65184
0.44,0.6,49.54496
0.44,0.64,49.42336
0.44,0.68,49.28704
0.44,0.72,49.136
0.44,0.76,48.97024
0.44,0.8,48.78976
0.44,0.84,48.59456
0.44,0.88,48.38464
0.44,0.92,48.16
0.44,0.96,47.92064
0.44,1,47.66656
0.48,-1,42.26624
0.48,-0.96,42.736
0.48,-0.92,43.19104
0.48,-0.88,43.63136
0.48,-0.84,44.05696
0.48,-0.8,44.46784
0.48,-0.76,44.864
0.48,-0.72,45.24544
0.48,-0.68,45.61216
0.48,-0.64,45.96416
0.48,-0.6,46.30144
0.48,-0.56,46.624
0.48,-0.52,46.93184
0.48,-0.48,47.22496
0.48,-0.44,47.50336
0.48,-0.4,47.76704
0.48,-0.36,48.016
0.48,-0.32,48.25024
0.48,-0.28,48.46976
0.48,-0.24,48.67456
0.48,-0.2,48.86464
0.48,-0.16,49.04
0.48,-0.12,49.20064
0.48,-0.08,49.34656
0.48,-0.04,49.47776
0.48,0,49.59424
0.48,0.04,49.696
0.48,0.08,49.78304
0.48,0.12,49.85536
0.48,0.16,49.91296
0.48,0.2,49.95584
0.48,0.24,49.984
0.48,0.28,49.99744
0.48,0.32,49.99616
0.48,0.36,49.98016
0.48,0.4,49.94944
0.48,0.44,49.904
0.48,0.48,49.84384
0.48,0.52,49.76896
0.48,0.56,49.67936
0.48,0.6,49.57504
0.48,0.64,49.456
0.48,0.68,49.32224
0.48,0.72,49.17376
0.48,0.76,49.01056
0.48,0.8,48.83264
0.48,0.84,48.64
0.48,0.88,48.43264
0.48,0.92,48.21056
0.48,0.96,47.97376
0.48,1,47.72224
0.52,-1,42.18304
0.52,-0.96,42.65536
0.52,-0.92,43.11296
0.52,-0.88,43.55584
0.52,-0.84,43.984
0.52,-0.8,44.39744
0.52,-0.76,44.79616
0.52,-0.72,45.18016
0.52,-0.68,45.54944
0.52,-0.64,45.904
0.52,-0.6,46.24384
0.52,-0.56,46.56896
0.52,-0.52,46.87936
0.52,-0.48,47.17504
0.52,-0.44,47.456
0.52,-0.4,47.72224
0.52,-0.36,47.97376
0.52,-0.32,48.21056
0.52,-0.28,48.43264
0.52,-0.24,48.64
0.52,-0.2,48.83264
0.52,-0.16,49.01056
0.52,-0.12,49.17376
0.52,-0.08,49.32224
0.52,-0.04,49.456
0.52,0,49.57504
0.52,0.04,49.67936
0.52,0.08,49.76896
0.52,0.12,49.84384
0.52,0.16,49.904
0.52,0.2,49.94944
0.52,0.24,49.98016
0.52,0.28,49.99616
0.52,0.32,49.99744
0.52,0.36,49.984
0.52,0.4,49.95584
0.52,0.44,49.91296
0.52,0.48,49.85536
0.52,0.52,49.78304
0.52,0.56,49.696
0.52,0.6,49.59424
0.52,0.64,49.47776
0.52,0.68,49.34656
0.52,0.72,49.20064
0.52,0.76,49.04
0.52,0.8,48.86464
0.52,0.84,48.67456
0.52,0.88,48.46976
0.52,0.92,48.25024
0.52,0.96,48.016
0.52,1,47.76704
0.56,-1,42.08896
0.56,-0.96,42.56384
0.56,-0.92,43.024
0.56,-0.88,43.46944
0.56,-0.84,43.90016
0.56,-0.8,44.31616
0.56,-0.76,44.71744
0.56,-0.72,45.104
0.56,-0.68,45.47584
0.56,-0.64,45.83296
0.56,-0.6,46.17536
0.56,-0.56,46.50304
0.56,-0.52,46.816
0.56,-0.48,47.11424
0.56,-0.44,47.39776
0.56,-0.4,47.66656
0.56,-0.36,47.92064
0.56,-0.32,48.16
0.56,-0.28,48.38464
0.56,-0.24,48.59456
0.56,-0.2,48.78976
0.56,-0.16,48.97024
0.56,-0.12,49.136
0.56,-0.08,49.28704
0.56,-0.04,49.42336
0.56,0,49.54496
0.56,0.04,49.65184
0.56,0.08,49.744
0.56,0.12,49.82144
0.56,0.16,49.88416
0.56,0.2,49.93216
0.56,0.24,49.96544
0.56,0.28,49.984
0.56,0.32,49.98784
0.56,0.36,49.97696
0.56,0.4,49.95136
0.56,0.44,49.91104
0.56,0.48,49.856
0.56,0.52,49.78624
0.56,0.56,49.70176
0.56,0.6,49.60256
0.56,0.64,49.48864
0.56,0.68,49.36
0.56,0.72,49.21664
0.56,0.76,49.05856
0.56,0.8,48.88576
0.56,0.84,48.69824
0.56,0.88,48.496
0.56,0.92,48.27904
0.56,0.96,48.04736
0.56,1,47.80096
